Hours_Studied,Previous_Score,Attendance,Exam_Score
3.273012790070132,75.36113140668787,78.13984088149317,51.92728882704627
4.937593022121832,60.20462395413975,88.39619605908507,58.98051984523046
5.036033744088893,68.0907273451236,62.79339001306323,59.781265184342836
5.945260691686811,57.25486199833659,73.97171876960368,56.5889079548717
2.266283273438347,52.22997087181031,66.37628934313157,34.700364625836
6.185134547694661,55.39276975925303,83.61043487297982,57.100074278929156
0.0,100.0,98.58640663745861,48.96137426047565
3.7402308952723793,59.26547512505192,87.60269573078794,48.60184102813825
4.023452315096911,80.0116441314214,90.92909614405369,60.26282254823169
6.266653652142477,96.1575464682841,82.67937440720645,70.30094266258496
5.045261705353738,76.71058618856611,85.11411350966637,65.56638009386954
2.1888738922874267,53.1797144123609,67.07048705971346,38.12040802643964
3.0300137483659695,53.950845663435175,95.53264197362068,42.840117666590785
5.397360019094814,66.78279315691681,90.10312877645272,65.22156565844116
4.841865316270887,98.85167788981286,92.82851513667835,63.10664935926127
3.841751780728507,86.35313996852531,88.4433087216186,53.678970191777275
4.038332420976041,73.04975013479701,80.41461485904817,55.41116907724324
6.392335994318578,61.937378633618785,90.12869111345515,58.64420563377053
3.964614854261571,70.69166963459705,82.02652136592297,53.48930572581537
4.823817511941853,67.83867033845615,84.18380176114405,56.29924002176268
9.339873176161085,67.74362209720654,96.34123647542296,80.14518482898079
2.152634726232154,51.868891063731574,95.08701608730776,51.215491232026146
1.2963145368506828,51.587090033214416,80.22412278595496,37.27530248215329
6.567179329597213,69.93210611512735,88.76962725288746,64.3737916088997
3.6427138774117935,47.605239877468065,95.77164627466291,60.26293228934099
4.36352494451476,55.62333654773757,70.27072727812927,52.11080129927751
3.4376872437377717,65.4446658217763,86.14763193304378,47.95992086223305
4.480399718464975,69.96191178198653,86.16117009925422,62.59267199134313
8.197076224192683,81.73623859415504,68.13790946124146,63.678624076211086
6.604256917236238,46.20425309812654,75.3943195418058,56.14318397240107
6.724447023773954,46.24999380677123,72.75310062414268,54.90232337555484
2.167545888414709,84.5947221954368,83.71135401801155,48.766114769575395
2.6976925268942615,90.14735550129137,87.13767778849446,53.953914491760735
0.0,49.33871866378054,70.82225944381217,24.997211982378207
3.381238357834492,52.32164730385287,77.8388646446115,48.131166027038894
6.913406372771317,73.1834174763041,83.08550546034678,72.0293665257171
6.033893031496742,65.7308516804288,100.0,58.00932312886029
4.556973474095752,65.84768777738813,79.35641406515583,47.14340415396484
4.955399432563894,53.29047469527468,84.42823997324555,60.139894487155985
3.622228914849189,75.79543324769365,88.16841751259619,51.54962979415881
5.409517764803568,61.44255756047503,100.0,52.250061423601636
6.53175655896123,60.94924844646933,86.53979098081888,61.50640952418321
1.7682264251790545,48.031420479310256,100.0,41.251951399737216
5.599295375674696,76.87012548344005,69.88456381569509,62.166427384999025
6.8648697419093345,59.57952044322412,92.23056488820224,66.8947941990147
4.169799422073261,64.32272577674671,76.9307478625697,50.429199294414175
6.401401224241168,82.84695150156972,82.51303245776694,60.66737880476454
10.629308888945106,49.29738570597998,80.55406683679024,76.63042513343984
4.791314414026216,63.69984311939725,74.28823513528025,55.800626009804944
5.786614100010647,41.62772020455026,96.00374652138133,60.405442801419476
3.523885832677217,57.14538172989438,75.06960660683863,47.15256783103231
5.362502325204101,84.32327365725257,78.4747378689755,67.73481157196977
